content,score,at
Tolong untuk lokasi pengunduhan bisa di pindahkan ke kartu eksternal,3,2022-12-11 14:59:52
Bnyakin drakor,5,2022-12-11 09:29:33
Sekarang sering banged error kode PL-1001,3,2022-12-11 08:14:20
"Buffering terus, lemot...sudah banyak yang komen dan ngasih bintang 1 tapi belum ada solusinya. Tarohan nie komen cuman numpang lewat doank gak bakalan direspon.",1,2022-12-10 21:13:40
Chanel keluarga,4,2022-12-10 21:03:55
"Kenapa deh Tiap pindah lokasi pasti ga mau kebuka nih aplikasi Bisa dipake cuma di kost doank, giliran ke tempat kerja atau ke tempat lain selalu ada notifikasi ""something went wrong, please try again"" Udah dibuka ulang2 tetep aja ga bisa kebuka 🖕🏼",1,2022-12-10 15:36:18
Amien,5,2022-12-10 11:50:32
saya tidak Bisa menonton video dan selalu di arahkan untuk membeli paket padahal paket internet saya termasuk paket disney,3,2022-12-10 11:34:05
thor love and thunder selalu eror. udah download offline pun tetep gabisa diplay.,1,2022-12-10 09:52:39
"Banyak bug, ngblur lh, skip lama lh, suara kecil lh. Percuma langganan",1,2022-12-09 20:52:10
Mungkin bisa ditambahkan film/serial detektif Conan,5,2022-12-09 20:17:45
Jelek kali harus bayar kalo bayar bilang,1,2022-12-09 12:01:22
ini Disney+ kenapa ya setiap saya masuk menggunakan wifi selalu tidak bisa tulisannya terjadi masalah tetapi ketika saya coba menggunakan data seluler bisa tetapi dengan wifi tidak bisa saya tidak mengerti ini kenapa tolong segera diperbaiki 🙏🏻,2,2022-12-09 11:23:06
Gk ada fitur naikin speed,5,2022-12-09 10:00:12
Kenapa audio dan gambarnya tidak muncul saat diklik videonya? Layarnya hitam dan hanya ada subtitle saja.,2,2022-12-09 08:57:59
"baru pertama kali coba langganan disney, awalnya tertarik karena banyak series dan film yang bagus2 di sini. tapi ngeselin banget tiap nonton selalu ngebug, ngefreeze, dan parahnya lagi subtitle suka delay dan ilang2an! tau gini sih mending gak usah langganan, nyari yg ilegal juga banyak dan pengalaman nonton nya lebih baik dibanding di disney. nyesel saya",1,2022-12-09 08:31:04
"Film dan series nya menarik tapi fitur-fitur nya kurang lengkap seperti menyimpan unduhan ke kartu SD dan sesimpel memberi judul film/series aja nggak ada, nyesel langganan disney tau gitu mending ke web ilegal ato nggak ke aplikasi sebelah kalo kek gini",1,2022-12-09 00:30:48
Ga bisa nyambung ke wifi internet selalu ga connect,2,2022-12-08 21:54:25
"kenapa sekarang susah sekali di akses , padahal sudah berlanggan melalui telkomsel maxstream.. tolong di permudah padahal sudah login menggunakan nomor yang terdaftar paket nonton..",4,2022-12-08 21:40:49
"Hadeh di update malah bug, gabisa play film. Dah berlangganan gini hadeh",1,2022-12-08 20:01:43
goooood,5,2022-12-08 19:47:12
Kalo Film nya Gratis gapapa...kenapa semuanya harus bayar? Aku gak suka aplikasi ini dasar bodoh!,1,2022-12-08 19:17:17
Apakah ada gangguan sekarang tanggal 8,5,2022-12-08 13:28:42
"Tiba tiba streming ngefreze, sudah didownload tetep aja ga bisa muter filmnya.",2,2022-12-08 10:24:26
"Udh jadi langganan sih, bagus dan keren banget",5,2022-12-08 06:39:48
Bro thor love and thunder gada suaranya sih,2,2022-12-08 00:55:37
Seneng banget akhirnya disney mulai menampilkan anime😁kebetulan aku lagi suka anime😍request anime Kuroshitsuji / black butler. Ya..,4,2022-12-07 23:14:37
"Sudah setting ke kualitas tinggi, tetap aja kualitasnya kayak film bajakan bikin mata sakit, btw saya pake redmi note 8 pro",1,2022-12-07 23:08:24
"tolong diperbaiki ,saya download film tapi film tidak dapat diputar ,cmn muter2 doang ,pdahal sbelumbya oke2 aja",2,2022-12-07 20:11:25
Kenapa engga bisa putar film/drama di Disney pakai kuota maxstream?padahal di keterangan bisa di pakai buat Disney ??,5,2022-12-07 19:40:48
Film nya sedikit yah,3,2022-12-07 19:24:05
Mantappp,5,2022-12-07 18:05:28
Film nya bagus dan sangat bagus sekali aplikasinya tapi aku kasih info dlu Itu film need for speed nya ilang saya itu jarang pakai aplikasinya nah bulan September saya buka aplikasinya nah saya mau cari film need for speed trs saya cari trs kok gk ada??? Bisa dikembalikan film nya agar fans need for speed tidak kecewa itu aja info nya 🙏🙏🙏🙂,5,2022-12-07 15:57:51
"Sepertinya ada bug. Setiap habis nge pause videonya, pas mau di play lagi selalu gagal. Loading terus dan endingnya suruh restart hp. Jadi kalo mau lanjut video harus restart hp dulu. Kaya gitu di hp honor 8x.",2,2022-12-07 15:38:12
Jojo ocean stone apa ndk rilis di disney plus kk,4,2022-12-07 13:40:21
Saya donload dulu😊,3,2022-12-07 09:18:42
"YANG BENER LAH MIN, MASA RESOLUSINYA BERUBAH"" SENDIRI . BIKIN SAKIT MATA",2,2022-12-07 07:12:21
Bagus tapi aplikasi N****** lebih bagus,3,2022-12-06 17:28:10
Nyebelin udh beli paket giganet kok masih ga bisa di buka,2,2022-12-06 16:36:57
Parah nih saya sudah daftar dan kesedot saldonya tp kok gagal.,1,2022-12-06 13:28:38
Aplikasi buka disney+ Hotstar segera di tahun 2023,5,2022-12-06 07:31:06
0 star... Aplikasi rusak tidak bisa digunakan untuk menonton film...,1,2022-12-06 01:08:50
"Masa harus bayar dulu si baru bisa nonton,katanya dalam sosmed ini gratis ko bisa bayar tiba2 saya tidak terima",1,2022-12-06 00:02:15
"Sumpah aplikasi ga berguna banget, mau streaming apa² harus langganan terus gak kayak aplikasi streaming yg lain😤",1,2022-12-05 23:13:37
Bagus apk nya,5,2022-12-05 23:07:50
Yang bug atau keluar sendiri. Yahh coba ganti hp. Jangan pake hp ram 2GB.,5,2022-12-05 20:11:24
Banyak bug,2,2022-12-05 17:49:46
"bamsat lo disney, gua udh keluarin duit mehong2 tapi kgk bisa dibuka",1,2022-12-05 16:19:58
"Kenapa disney tiba2 ga bisa streaming yaaa, Padahal syg langganan nya sia2 ga bsa buat streaming. Tlg diprrbaiki",4,2022-12-05 16:10:10
Lelet,1,2022-12-05 16:08:23
"Pada sebagian paket internet kartu ada paket tertera termasuk layanan Disney+hotstar tapi kenapa tdak bisa nonton dan harus berlangganan ulang,( tdak nglink langsung)",5,2022-12-05 15:01:22
"Selalu nonton di hp/ android tv.. dan ternyata kmrn baru upgrade tv yg smart tv dan ternyata udh ada untuk smart 5v, tpi kok ya ngeselin, di tonton sering ngefreezzz, pas lg nonton seru2 eh ngefreez.",2,2022-12-05 14:52:21
Kok sekarang gak bisa muter film ya malah black screen terus,3,2022-12-05 14:50:04
Baru juga download knp g bisa di buka aplikasinya gmn nih min 😒,2,2022-12-05 07:03:22
Kurang menarik nonton harus berlangganan dulu baru bisa nontok mendik nggak usah download ini apk,1,2022-12-04 23:55:34
"Cabut bintang 5 kemarin, Film dalam negeri benar ² sedikit , lebih baik inflix",2,2022-12-04 21:57:47
Ini dinsey ada apa sih...bukan nya makin bagus...sekarang makin parah...signal lgi bagus2nya...tapi nonton selalu terganggu...seolah2 sinyal lagi gak bagus.Tolong di perbanyaklah drama terbaru jadi gak sia2 kalo berlangganan kaya aplikasi sebelah....terus drama thailand yg cuman ada di disney thailand please lah disney indo juga bisa.,2,2022-12-04 20:09:57
"berniat nambahin banyak menu ga saat nonton? misal, menu kecepatan video, nambahin cc atau subtitle menu opsi kualitas video yang ditonton",3,2022-12-04 19:15:46
Apakah cuma hpku yg buat nonton di aplikasi ini jadi hank/freeze kemudian restart?padahal nonton video di aplikasi lain gak ada masalah(semisal youtube),2,2022-12-04 17:19:50
"film, drama nya keren2",5,2022-12-04 17:12:55
"Bulan pertama langganan baru sekali nonton setelah itu erorr gabisa dibuka jadi uda gapernah buka lagi dan bulan kedua tiba2 saldo shopeepay berkurang ternyata disedot pihak disney buat langganan lagi tapi tetep gak bisa dibuka, tolong balikin saldo saya aja",1,2022-12-04 15:54:49
Okee.. kadang ngebug tapi so far ok,2,2022-12-04 15:40:50
Mau daftar yg bulanan g d bolehin harus tahunan,1,2022-12-04 15:35:02
"Bagus filem"" nya",4,2022-12-04 14:32:35
Woiiii...... Kita langanan pakek uang ya! Tolong donk 1 film punbgk bisa di putar!!!!!,1,2022-12-03 18:18:24
"Sekedar saran, kalau mau log in pastikan ga selalu pakai kode sms. Kalau bisa melalui email atau WhatsApp. Karena kalau nunggu sms masuk lama. Terimakasih",4,2022-12-03 16:18:27
Mantaplah...,5,2022-12-03 15:26:52
Kenapa ya kok subtitlenya kecil betul gabisa diperbesar kah ??,4,2022-12-03 14:01:58
BAGUSSS,5,2022-12-03 09:35:20
I like the old one,1,2022-12-03 00:51:36
"aplikasi yg lumayan bagus, akan tetapi cuman sedikit filmnya, saya harap bisa bekerja sama dengan DC",5,2022-12-02 22:51:25
"Drama mistresses yg sedang saya tonton tiba-tiba sudah tidak ada lg di disney+ hotstar, tolong di munculkan lagi. Saya langganan krn nonton drama itu. 😡🤬",1,2022-12-02 22:07:52
Bagus harga murah sekali 😂😍😍,5,2022-12-02 15:58:39
Berilah opsional supaya terhubung dng disney negara lain supaya videonya banyak pilihan...... kalo videonya cuma terbatas itu itu saja sedangkan bayarannya bulanan,3,2022-12-02 09:48:24
Tidak bisa lanhganan,1,2022-12-01 23:48:51
terjangkau harganya,5,2022-12-01 23:40:43
"Bego apknya udh langganan 1 tahun, pindah hp malah ngga bisa di tonton",1,2022-12-01 20:17:39
Menyenangkan!!!,5,2022-12-01 19:29:27
Laporin kendala dan lgsg bisa,5,2022-12-01 19:05:29
"When i link it into my tv, it will drop the resolution even i change it into high quality but it doesn't work and no different, with another quality (low and mid) can it be fix or anyone else that can help resolve my problem? Thanks",5,2022-12-01 14:06:54
Aplikasi nya bagus,5,2022-12-01 12:25:09
Mau berlangganan 1 bulan engga bisa bayar hadehh parah,1,2022-12-01 08:53:48
Aplikasi yang sangat bagussss⭐⭐⭐⭐⭐⭐⭐,5,2022-12-01 08:32:16
Mantap,5,2022-11-30 23:17:40
"Baru download dan daftar, tapi kualitas gambar kayak patah². Tolong diperbaiki.",2,2022-11-30 19:31:30
Mantab,5,2022-11-30 15:59:59
👍🏻👍🏻👍🏻👍🏻👍🏻,5,2022-11-30 12:54:09
"Streaming tanpa buffer , cukup lancar , untuk film film cukup bagus dan selalu up date",5,2022-11-30 08:42:59
Apk. Tidak bisa di akses,2,2022-11-30 00:37:50
"Jaringan bagus, namun videonya tetap render... Buka YouTube lancar² saja, tolong tingkatkan lagi servernya. Tadinya Saya kasih bintang 2. Sekarang 1.",1,2022-11-29 22:31:28
"Kenapa kalo di pake nonton video nya patah patah gitu? Walaupun sudah di download tetap patah patah , bikin sakit kepala nonton nya , patah patah kaya nonton video di jeda jeda terus , parah , tolong di perbaiki",3,2022-11-29 20:25:33
Membosankan... Film terbaru lama update!,1,2022-11-29 17:41:29
"Gw ga pernah ngerasa ikut berlangganan tiba tiba pulsa terpotong, ga ikhlas.. penipu",1,2022-11-29 16:45:34
kenapa video incredibles 2 gua gabisa di puter? terima kasih,1,2022-11-29 05:53:59
"Saya sudah berlangganan untuk satu tahun, dan baru jalan 2 bulan, tiba2 status berlanggan saya hilang dan harus berlangganan lagi, kecewa sekali, kenapa harus curang gitu sih",1,2022-11-29 02:51:36
Aplikasi apa ini? Dipencarian kok ga ada Radha Krishna buang2 uang aja percuma berlangganan,1,2022-11-29 00:41:21
Sering banget tidak bisa open aplikasi,3,2022-11-28 23:24:49
Tolong ini knp bisa bug ? Padalah sudah beli Kouta Telkomsel+ pelanggan Disney hotstar tapi pas masuk sudah login menggunakan akun sendiri tidak ada pelanggan Disney hotstar? Padalah sudah beli 45k kenapa harus bug ini pengalaman pertama saya sangat buruk dan merugikan saya sendiri semoga orang lain tidak mengalami seperti saya !,2,2022-11-28 18:42:04
makin hari makin ga jelas.. ga bisa diputer pdhal udh berlangganan,1,2022-11-28 14:15:05
Resolusi mengecewakan,5,2022-11-28 08:16:02
Aplikasinya bagus tapi kenapa film Titanic di hilangkan?,5,2022-11-28 07:37:42
Payah nih Tiba tiba ga bisa di buka Udah bayar paket 1 tahun baru nikmatin 2 bulan udah ga bisa di pake,1,2022-11-27 23:30:40
Bravoo,5,2022-11-27 22:15:19
Kaya apa ini ganti akun emailnya ..mau pembayaran kok bukan email saya sendiri yang dikaitkan,1,2022-11-27 20:52:42
"Saya Baru Mengunduh Aplikasi Ini Karena Saya Sangat² Menyukai Semua Hal Tentang Disney Salah Satunya Cartoon Disney Dan Ternyata Disini Semuanya Malahan Paket Komplit Dari Cartoon Disney Old Sampai Yang New Bahkan Dari Pixar Pun Ada, Semuanya Ada Hanya Dalam Satu Aplikasi Bahkan Film²nya Pun Dari Semua Genre Ada Begitupun Drakornya, Benar² Sangat Memuaskan MANA LAGI SEKARANG BISA SAYA MEMILIH MAU PAKE DUBBING INDONESIA, BENAR² DIMANJAKAN PADA SAAT MENONTON POKOKNYA THE BEST",5,2022-11-27 20:26:18
Idid,3,2022-11-27 19:03:57
"Udah beberapa hari terakhir gak bisa nonton loading doang gak muncul filmnya, tolong dong diperbaiki hotstar. Anjir lah makin parah aja nih apps gak bisa nonton gw loading nya lama",2,2022-11-27 16:07:50
Begini ya min. Aku mau kasih bintang penuh kalau konten Radha Krishna dilanjutkan dari eps 65 yang ada di hotstar sampai season 6 ya. Padahal saya berharap dilanjutin malah dihapus. Gimana sih. Kenapa serial drama India banyak yang dihapus. Kok gak seperti dulu lagi sih. Yang seharusnya di perbaiki dan dilanjutin yang sudah ada malah di hapus. Haduh min. Saya hanya kecewa sama Hotstar bukan Disney nya.,1,2022-11-27 10:26:56
Tambahin chainsaw man dong,5,2022-11-27 08:47:39
Tap,5,2022-11-27 08:38:53
"Kenapa Disney hotstar di tivi saya gak bisa lg menayangkan film ya, tadi aman2 saja, tp sejak kemarin malam bermasalah. Kalo di HP gak ada masalah, lancar",2,2022-11-27 06:55:40
"Makin hari makin jelek Disney, pas nonton layar tiba tiba gk jelas kek ngecrash warna hijau hijau kayak tinta bocor, padahal masih oke aja pas nonton di laptop, eh pas pindah ke laptop beberapa hari ini, malah gk bisa login padahal udh bener semua login nya, malah keluar nya Disney India, kan breenegsek, ini udh lama loh, udh pusing mikirin nya, mana udh Bayat setahun, sialan lah",1,2022-11-27 01:27:38
"Tolong untuk film dan serial indanya lebih banyak lagi, dulu kan hotstar itu cuma india aja",3,2022-11-26 22:07:59
the besto,5,2022-11-26 21:34:20
Males banget skrg gabisa di mirroring ke tv lagi,2,2022-11-26 20:42:16
"Harus berlangganan tidak kayak dulu beli kouta Telkomsel,bisa dapat kouta 6GB untuk nonton disney+",1,2022-11-26 19:41:30
Good,5,2022-11-26 12:50:11
"Bagus, film dan dramanya juga banyak. Sayang sering buffering. Pdhal jaringan lancar",3,2022-11-26 12:44:20
"Kash bintang 3 dulu,,kalo lancar dan tidak ada kendala baru dirubah lagi",3,2022-11-26 09:13:52
"Cinta banget sama aplikasi ini, harga ramah banget bisa buka di hp, laptop, tv tanpa biaya tambahan kayak sebelah.. Marvel si yg paling diincar sama kartun Disney.. terimakasih banyak",5,2022-11-26 06:45:25
pendoo bet,5,2022-11-25 17:11:46
"Hey anda ya anda, saya mau login knp kode otp tidak ada hey hey",3,2022-11-25 15:32:40
Tolong tim defeloper masa aku sd ada paket St BLN suda terdaftar ko pas mau nonton minta berlangganan gi mana nie,2,2022-11-25 07:16:34
Ini ngapa aplikasinya selalu cobalah beberapa saat lagi...padahal perpanjang otomatis malah ga bisa di gunain...udh 2 minggu ga masuk aplikasi tiba tiba perpanjang malah kena zonk aplikasi ga bisa di buka,1,2022-11-25 04:48:50
"Kecewa banget sumpah. Udah 2x ini eror mulu, kesalahan memutar konten ini karena masalah DRM. Silahkan coba lagi (PL-1206) Udh coba unisntal, trs pasang ulang, hapus cache, log out. Ttp aja hasilnya sama. Udh email juga tpi tidak memberikan solusi yg signifikan. Dahlah capek, berhenti langganan dan unsinstal permanen. Bye !",1,2022-11-24 22:10:26
Kok Kartu/animasi amphibia cuma sampai episode 14 doang? Kapan update?,2,2022-11-24 21:47:10
"kadang-kadang videonya patah"", pdhal video sdh di download dan hp dalam keadaan stabil. tp terasa sangat lag",2,2022-11-24 21:24:28
Gimana sih di tungguin kode otpnya gak muncul2..,1,2022-11-24 14:45:18
Loading nya lama ga bisa di bukaaaaa!!,1,2022-11-24 14:01:39
Mantap,1,2022-11-24 13:37:32
Baru berlangganan mau nonton malah Black Screen tolong lah perbaikin,1,2022-11-24 03:18:16
Filem nya sedikit dan jadul semua. Membosankan,1,2022-11-24 00:14:24
Hapus aja lah makin lama bukan makin bagus malah tambah gak ada free langganan nya PARAHHHHHH,1,2022-11-23 20:50:55
tidak mengecewakan.,5,2022-11-23 19:09:27
Knp saya tidak berlangganan yaa setelah di update apknya,1,2022-11-23 18:41:10
"Tidak bisa diplay, loading terus",1,2022-11-23 18:39:53
Nambahin film elit Nambahin episode sulit,4,2022-11-23 16:32:46
Ga bisa di tonton. Muter terus. Padahal jaringan bagus. Aku bayar lo ini,2,2022-11-23 10:43:38
update filmnya lama,2,2022-11-23 02:17:02
Good Apk,5,2022-11-23 00:35:18
Film terbaru nya kok gak ada. FiLm india juga kok sdikit banget. Perbanyak fiLm india dong & film jaduL indonesia,3,2022-11-23 00:17:40
"Film yg diputar di tv, ketika mau dilanjutkan di hp malah error dan blank hitam serta muncul popup Disney+ tidak merespon. Tidak bisa diplay.",1,2022-11-22 22:37:54
Dikembangin lagi!!,5,2022-11-22 16:05:10
"Udh langganan tpi video tidak bisa diputar cmn loading aja padahal sinyal oke oke aja dan pakai wifi jga tidak bisa, tolong diperbaiki dong, sayng padahal sudah langganan tpi malah tidak bisa nonton video apapun",1,2022-11-22 16:04:16
Lama banget nunggu kode Verifikasi,1,2022-11-22 11:48:20
Ini mau berlangganan masa ga bisa klik virtual buat pembayarannya . Heran,1,2022-11-22 10:20:09
Gak bisa nontong lg sambil telfon WA,1,2022-11-21 21:23:45
Good,5,2022-11-21 18:41:07
Muncul something wrong,1,2022-11-21 10:11:17
Suga yang tidak,5,2022-11-21 09:35:53
"mau berlangganan ""BAYAR"" aja pun susah kali, berlangganan bulanan gak ada pilihan bayarnya, dialihkan ke tahunan, udah ke tahunan mau bayar gadak pilihan bayarnya 🤦‍♂️🖕",1,2022-11-21 06:40:48
"Tampilan nge frame atau patah-patah, kalau habis dibersihkan chace nya trus di restart hp normal lagi, tapi kadang gak ada 5 menit kembali lagi gitu",2,2022-11-20 20:19:19
"Eror hari ini ga bisa nonton, kalo udah bener baru ubah rating",5,2022-11-20 19:44:56
Sering error padahal sudah langganan,1,2022-11-20 19:15:23
Lag,2,2022-11-20 19:02:51
OTP TERLALU LAMA,1,2022-11-20 15:02:22
"Woiii Tolol, nge-bug mulu woiii. Streaming berbayar tp kualitas sama kek LK21. Fix unsubscript sih, SAMPAH!!",1,2022-11-20 14:58:59
Blm langanan 1bln dah ga bisa akses,1,2022-11-20 14:32:09
Setelah beli paket nenapa filmnya tidak bisa di putar. percuma kaga bisa nonton,3,2022-11-20 14:29:03
"Gak bisa mainakan video, setelah 2 bulan baik2 saja, keterangan di aplikasi ""mengalami masalah dalam pemutaran video, silahkan coba judul lain ER_PB_1413"" semua judul film lain sama aja ga bisa diputar, gimana solusinya?",2,2022-11-20 14:28:00
"Gak bisa nnton apa apa TIDAK ADA KONTEN SEMUA FILMN,ANJINK",1,2022-11-20 14:27:54
Error,2,2022-11-20 14:15:56
"Rusak ,tolong benerin",1,2022-11-20 14:15:53
"Kenapa stelah sya bayar untuk berlangganan, mlah film nya gk ada yg bsa di putar stupun.",2,2022-11-20 14:12:09
Kenapa err trus pas mau putar .. kemaren aman2 aja kok,3,2022-11-20 14:07:07
"Awalnya Disney+Hotstar itu bagus banget tapi kok sekarang suku nge lag dan gak bisa di tonton,kalau kayak gini rugi dong langganan Disney+Hotstar",1,2022-11-20 14:07:04
"Gatau kenapa akhir akhir ini sering bug, entah yang black screen, tbtb out app, agak mengganggu sih",2,2022-11-20 14:01:21
"Tolong donk ini saya mau nntn tp kok eror ya tulisan nya kami mengalami masalah saat memutar video ini, silakan coba mainkam judul lain [ERR_PB_1413] tolong diperbaiki",2,2022-11-20 13:57:59
Memberi hiburan,5,2022-11-20 13:49:24
Kok error,4,2022-11-20 13:42:30
Err pb 1413,2,2022-11-20 13:40:29
Untung ada support customer yang ngebantu mantap lah disney,5,2022-11-20 11:04:54
Halo kakk... Klo bisa dibayarnya pakai pulsa atau Dana aja... Tdk usah pake kartu kredit Tambahan...ni tampilannya ngga smooth yah... Kayk macet macet gtu... Ngga lancar play film.nya... Hmm,1,2022-11-20 10:56:12
Bagus apk nya saya sangat suka,5,2022-11-20 10:28:18
seruuu,3,2022-11-20 09:45:15
"buffering terus gajelas, padahal internet kenceng lancar jaya.",3,2022-11-20 08:51:02
Emmm bagus juga si aplikasi nya 😇😇,5,2022-11-20 01:14:00
"Tidak bisa buka nonton, malah udh idk bisa dftar gagal terus",2,2022-11-19 21:32:52
"masih banyak yg perlu diperbaiki . yg paling parah bwt streaming bisa, pas buat nonton yg udh di download malah gak bisa.",1,2022-11-19 20:48:40
Udh berlangganan tapi malah ga bisa nonton dgn Ket terjadi kesalahan konten ini karena masalah drm,2,2022-11-19 18:59:56
"Aplikasi error , terjadi kesalahan, silahkan coba beberapa ssat lagi hanya itu yg muncul, pdhl ud langganan",1,2022-11-19 12:50:58
Udh berlangganan 1 bulan.. tapi tidak bisa d gunakan.. knp ??,1,2022-11-19 12:03:59
tidak ada yg bsa ditonton gratis hrus berlangganan dl..q hpus lg apk ya,1,2022-11-19 08:16:27
Ini kenapa ya disney? Di apk by U dah bilang gratis disney kok di bukak apk disney harus berlangganan lagi.? Tolong jawabannya dong,1,2022-11-19 07:01:35
Kenapa selalu error pl 1001 gabener nih udah berkali kali hari ini eror terus masa harus berkali kali juga restart hp,2,2022-11-18 20:06:09
"Ini kenapa Disney saya tidak bisa memutar film? Katanya ""layanan tidak ada di perangkat anda""",1,2022-11-18 19:29:35
Ini kenapa ya padahal udah beli paket berlangganan tapi belum berlangganan itu kenapa yahhhhhh???????????,1,2022-11-18 19:24:49
Mantab,5,2022-11-18 16:37:49
Saya di arahkan untuk berlangganan padahal saya sudah berlangganan melalui telkomsel sehingga saya tidak bisa menonton film yang saya inginkan,1,2022-11-18 16:09:15
Bagaimana ini sudah lama pakai aplikasi ini kok nnti ini kasih mau nomor hp sudah tidak ada lagi kode yang mereka kirimkan,1,2022-11-18 13:37:53
"Sudah berlangganan di telkomsel tapi disuruh berlangganan kembali, aneh",1,2022-11-18 13:32:06
"Aplikasinya tidak jelas, kadang bisa dibuka dan kadang juga tidak bisa dibuka. Tolong perbaiki bug yg meresahkan ini, sangat tidak nyaman",1,2022-11-18 12:08:59
Seru,5,2022-11-18 01:44:12
"Dulu gue suka bnget pke apk ini,tapi semenjak ad pembaruan,apk nya jadi banyak nge bug nya,nonton film sering loading padahal pake wifi,dan juga sering keluar sendiri,ini perbaikan apa perburukan🤦,mohon diperbaiki lagi apk nya admin🙏,",1,2022-11-17 21:29:38
Aku ga tau aku udah berlanganan tpi kenapa ga bisa nonton malah di suruh bayar padahal udang langanan,4,2022-11-17 21:17:40
"sering terjadi kesalahan (PL-1001) , padahal udah clear cache, mengecewakan",1,2022-11-17 18:42:14
Update movie lelet ! Molor2 gak teratur,2,2022-11-17 18:38:53
Lambat bet bukanya padahal sinyal bagus. Film yg udah di donlot juga kgk jalan2 filmnya,1,2022-11-17 18:26:16
Sering error,2,2022-11-17 14:02:40
Good,5,2022-11-17 13:14:46
"Aplikasi sampah tiap awal bulan tiba-tiba gak bisa nonton, disuruh berlangganan ulang padahal dari indihome nya masih berlangganan. Dan juga indihomenya gak pernah telat bayar, alhasil harus ribet nelfon cs indihomenya buat komplain soalan ini. Saya minta ini segera di perbaiki masalahnya",1,2022-11-17 11:15:13
Baru berlangganan lagi mau nonton tapi gak bisa selalu loading tpi giliran trialernya bisa dibuka..gmna ini sia2 dong langganan tpi gak bisa nonton sma sekali..lumayan bngt 39rb melayang gitu aja niat hati pngn liburan tpi malah loading muter2 parahh,2,2022-11-17 11:00:57
Kenapa kok gak bs dibuka yah loading terus. Gak bs pake paket data dan Wifi. Aplikasi lain tidak ada masalah,1,2022-11-17 06:05:43
"ini kenapa ya disneyy?! ""Something went wrong"" terusss, pdahal sinyal lancar-lancar aja, buat nge-game juga lancar, berkali-kali aku coba buka ttep kek gitu, gaada gambar sama sekali, padahal baru beli paket premium. Mengecewakan. tolong segera diperbaiki, atau minimal kasih solusi. terimakasih.",3,2022-11-17 04:38:19
"Semenjak di perbarui malah gak bisa nonton, keterangannya NL-4030. Cacat produk.",1,2022-11-16 17:39:27
Ini gimana ya kok saya gbsa login padahal sudah langganan! Tolong donk kok g bisa kirim kode buat buka!,1,2022-11-16 17:34:14
"Cek x,, 🥑🥑",1,2022-11-16 17:13:03
Pliss kenapa disney gada di tv smart punya samsung ?? Kerjasama dong sma tizen biar nambah keren smart tv gw,5,2022-11-16 14:42:38
Aku kira nntn gratis sekalinya harus bayar dulu yh baru bisa nntn 😭,1,2022-11-16 14:16:49
Gk beres beres download nya lama,1,2022-11-16 14:01:43
Kenapa paket yg otomatis dri pembelian kuota by.u tidak connect ke aplikasi disney hotstar,3,2022-11-16 11:30:02
Best,5,2022-11-16 11:09:07
Diupdate malah gak bisa nonton film yg di download. Harus download lagi gitu? Habisin kuota lagi gitu? SAMPAH 👎👎👎,1,2022-11-16 10:00:07
"Aneh banget ya...berapa kali aku coba untuk log in ke TV tetap nggak bisa,malah di minta masukan kode yg dikirim ke nomor hp yg di pakai log in. Nggak ada permintaan kode yg diarahkan dr tv. Tolong di perbaiki dong.",1,2022-11-16 08:07:57
"Ga bisa berlangganan lewat aplikasi, ini jelas bug, dulu bundling sama telkomsel skrg tidak",2,2022-11-16 08:07:23
"Baru install di hp, ternyata gambarnya sendat sendat padahal spek hp ngga jelek juga dan koneksi via wifi.. Tlng developer ditunggu updatenya agar bug nya bisa hilang",2,2022-11-15 22:15:49
"Mau berlangganan aja susah amat sistem pembayarannya , transaksi ditolak terus",1,2022-11-15 17:19:11
"Agak kecewa jika nontn di HP sering loading, tapi di TV sangat bagus, mohon di perbaiki jgn kalah ma yg lain seperti IQiyi atau pun Netflix",3,2022-11-15 15:29:31
Padahal dah beli 1 paket sama internet di byu biasanya langsung bisa paketnya ini kenapaa sekarang malah gak bisa,1,2022-11-15 13:50:47
"Mau berlangganan aja transaksi ditolak terus, padahal udh deteksi finger print, tetep gabisa. Yauda, maap ya di uninstall🙃",1,2022-11-15 13:35:51
Mau langganan gak bisa bisa eror terus parah,1,2022-11-15 12:27:00
Disney hotstar gmn masa mau berlangganan gak bisa di tolak terus,1,2022-11-15 02:16:22
Knp agk lag y,3,2022-11-15 00:39:43
"Padahal saldo dan info akun bener tapi transaksi di tolak mulu, niat jualan gak sih ni apk😑😑",1,2022-11-14 23:07:08
"Udah berlangganan 1 tahun,terus keluar dari akunnya saat masuk login lagi ke akunnya harus beli berlangganan lagi Gimana pihak developernya, padahal belum 1 tahun tapi harus berlangganan lagi",2,2022-11-14 19:55:35
"Udah gak ada promo free lagi dari telkomsel, auto uninstal, bye!",1,2022-11-14 11:32:20
Kenapa ada series nya gak ada flimya?ha? Tapi selebihnya sih bagus.banyak flim yang bagus.....,4,2022-11-14 08:25:09
Susah login tidak ada sma kode verifikasi pdhl udh langganan dr indihome,3,2022-11-14 06:43:46
Kenapa yah sekarang ngak bisa di tonton film n serisnya.. Padahal sinyal full kecepatan full terjadi kesalahan tulisannya,1,2022-11-14 06:11:16
Saya Penguna awal coba pakai bulanan dengan membayar di Google play tapi tidak bisa di akses,1,2022-11-13 20:07:42
"Akhirnya bisa tersambung ke TV, good 👍",5,2022-11-13 19:19:43
