content,score,at
kadang-kadang atau sering layarnya hitam terus saat nonton tolong diperbaiki,1,2025-06-06 18:19:08
👎,1,2025-06-06 14:48:50
turunin harganya tolong?,5,2025-06-06 14:24:48
baru pake 3 hari kok langsung black screen ya. halo knp ya,2,2025-06-06 10:14:57
di tinggal sebentar langsung GK ada gambar,1,2025-06-06 08:12:29
"kenapa tdk ada gambarnya terus setiap di setel, sudah uninstal trus instal lagi tetep kaya gitu , layar gelap suara film ada tolong kejadian lagi, setiap disetel layar hitam tfk ada gambar , suara film ada",2,2025-06-06 04:26:02
ribet,1,2025-06-05 20:50:31
sudah mulai lebih baik tapi masih ada kepotong tolong di perbarui terus,4,2025-06-05 20:18:39
gabis bayar pake gopay karna sudh terhubung,1,2025-06-05 13:40:38
mohon maaf harus saya kasi bintang satu atas mungkin kesalahan sistem atau keterlambatan sistem. saya mencoba untuk membeli di aplikasiny langsung dengan harga 113rb itu diskon yang berakhir pada tanggal 26 Jun. tapi saya membelinya kemarin yaitu tanggal 5jun 2025. tapi selalu di suruh kelola akun yg di maksudkan untuk seperti menyuruh membeli lagi tapi sy sudah beli. begitu juga saya ingin login via crom tapi saya lihat kok akun saya masih belum berlangganan padalan udah bayar sebesar 113rb,1,2025-06-05 11:27:48
Ngasih promo diskon 75% tapi saat melakukan pembayaran lewat gopay ga bisa. Dikomplain lewat akun media sosialnya ga ada tanggapan. Lewat aplikasi juga ga ada jawaban dari pemecahan masalahnya.,1,2025-06-05 11:15:41
Aplikasi terburuk,1,2025-06-05 11:09:12
saya tidak bisa berlangganan,1,2025-06-05 00:14:23
"Tolong ya demi kebaikan, ada yang harus di perbaiki yaitu kode error terus jadi kesusahan semua udah di lakuin terus lebih gampang login di website ketimbang aplikasi nya jujur kangen disney+ awal awal kemunculan nya ga bermasalah dan harga nya terjangkau",3,2025-06-04 23:43:38
baru langganan belum ada 1 jam uda hitam layarnya loadingnya lambat apdahal kecepatan internet tinggi.,1,2025-06-04 19:09:39
mengganggu,1,2025-06-04 18:17:44
gakjelas,1,2025-06-04 17:35:49
baru saja langganan kok gak bisa keluar gambar nya,1,2025-06-04 15:22:19
"langganannya gak bisa di ganti sama nomor telepon nda bisa diganti dan juga hapus akun , agak lain.",1,2025-06-04 14:21:40
gue mau bayar pake dana dll ga bisa. mau pake gopay tetep ga bisa. cuma karena ada promosi. Gue ga mau pake promosi tetep ga bisa,1,2025-06-04 12:29:15
kok gak bisa bayar pakai dana ya,1,2025-06-04 11:40:48
Download cuma buat nonton film marvel. Sekalian nyoba diskonan Juni 2025. 😁👍,5,2025-06-03 23:11:28
ribet amat login pakai nomor dah,2,2025-06-03 22:27:30
the best apk deh pokoknya,5,2025-06-03 22:15:08
"very very bad quality when streaming,,,full hd like 480p 🤣🤣🤣🤣",1,2025-06-03 22:08:20
"aplikasi ribet, padahal mau langganan prefer aplikasi nonton sebelah",1,2025-06-03 18:22:57
👍,5,2025-06-03 18:03:53
good story,5,2025-06-03 16:53:08
"saya mau berkomentar tentang video yang saya putar, tetapi tidak ada videonya, suaranya berjalan, hanya saja videonya hitam, tidak ada gambar sama sekali. mohon masalah seperti ini untuk ditangani secepatnya",1,2025-06-03 07:38:16
mahal mahal bayar cuma buat nonton blackscreen,1,2025-06-02 21:04:29
"udh 2x kejadian film yg udh download ga bisa di putar, tapi kalo nonton online bisa..kl kyk gini percuma ada fitur download",1,2025-06-02 20:47:01
apk ga jelas,1,2025-06-02 17:28:19
"barusan jugaa beli paketan ternyata ZONKKK ga bisa dilihat filmnya buffering terus ga jelas dah mending NETFLIF AJAA GUYS lebihurah juga, ga pake buffer bufferan. GAUSA DI DOWNLOAD NI APP BUANG BUANG UANG",1,2025-06-02 13:25:37
kenapa layar nya hitam sedangkan video nya jalan,2,2025-06-02 13:04:38
Kenapa saya tidak bisa melakukan install di Google TV,1,2025-06-01 18:36:41
kenapa saya tidak bisa berlangganan lagi😫,4,2025-06-01 15:27:01
Hmm....mau langganan tapi saldonya terlanjur di playstrore... ternyata bayarnya harus lewat gopay 😔,3,2025-06-01 13:55:35
sangat tidak bagus dan tidak cocok,1,2025-06-01 12:19:06
berbayar nih.....jangan di download,1,2025-06-01 09:40:41
"emang brengsek ni aplikasi, udah langganan bayar pake gopay malah ga bisa masuk, dr gopay lempar ke disney dr disney lempar ke gopay,,",1,2025-06-01 09:11:55
pas login bermasalah terus,1,2025-06-01 07:52:11
mau lanjut transaksi/langganan malah ribet,1,2025-06-01 07:30:50
saya baru saja membayar paket basic tapi knpa gak bisa menonton?.. malah di alihkan untuk pembayaran lagi. gila ini apk mau memeras pelanggan,1,2025-06-01 07:29:51
bagus sihhh,4,2025-06-01 06:21:44
"sangat mengganggu, hentikan stop",1,2025-05-31 21:22:53
"maaf bintangnya direvisi, baru kali ini zonk udah dftar paket tp cuma bisa dinikmati seminggu. tampilannya hitam cuma ada teks dan suara. rugiiii",1,2025-05-31 14:10:24
sulit sekali cara pembayarannya,3,2025-05-31 13:05:41
saya sudah bayar tidak bisa masuk malah masuk daftar lg kan bayar lagi sialan hotstar sekarang di ribedin sendiri,1,2025-05-31 11:47:19
"mau berlangganan. tapi, pengisian data diri terlalu ribet jadinya malas, kataku cukup isi data diri di aplikasi terus tinggal bayar, eh.. ternyata di bawa ke website, masukin lagi data dirinya dll, opini pribadi.",2,2025-05-31 11:02:22
"TOLONG YAA, SAYA SUDAH MELANJUTKAN LANGGANAN SAYA DI DISNEY TETAPI DISNEY SAYA MALAH TIDAK BISA DIBUKA, SETIAP DIBUKA SELALU TERTUTUP SENDIRI, SAYA JUGA TIDAK BISA MEMBATALKAN LANGGANAN SAYA. TOLONG DIPERBAIKI",1,2025-05-31 07:47:02
ok,5,2025-05-31 01:21:36
cara menonaktifkan autoplay nya bagaimana..?,5,2025-05-30 22:31:22
"aplikasi sangat jelek, baru beberapa hari doang daftar udah ga bisa, ada suara dan terjelah doang, gambar nyaa ilang, di riset aplikasinya tetep aja, bener"" jelek",1,2025-05-30 16:24:57
"hallo, mohon dijawab. jadi saya menonton menggunakan wifi tapi tidak bisa, apakah saya bisa menggunakan ini menggunakan wifi? mohon bantuannya",5,2025-05-30 14:08:38
bagus,4,2025-05-30 04:07:56
"kecewa parah sama apk ini, tolong di perbaiki dong bug nya sudah langganan juga",1,2025-05-29 21:07:59
Kualitas video sudah diterapkan ke full hd tetapi masih saja blur,1,2025-05-29 14:41:16
langganan dipersulit sistemnya..,1,2025-05-29 11:43:43
"tolong subtitle seriesnya star wars dilengkapi, saya ga biasa dgr dub indo jdi aneh",2,2025-05-29 02:34:06
susah masukin nya atau login nya,3,2025-05-28 22:59:20
males udh jarang ada dubbing indo lagi. pas mau langganan krn ada yg d dubb eh gabisa terus. yaudah deh bye,1,2025-05-28 20:24:53
"waduhh gimana si developer apk, jadi nyesel berlangganan, parah banget",1,2025-05-28 12:57:38
yaela daftar aja ribet,1,2025-05-28 01:32:10
tolong tambahkan pembayaran menggunakan aplikasi DANA untuk berlangganan,2,2025-05-27 22:34:05
bad banget udh berlangganan tapi di suruh berlangganan 2 kali ga bisa log in sama sekali heran,1,2025-05-27 22:03:19
"semoga kedepannya aplikasinya lebih baik lagi dan saraan saya setiap berlangganan waktu pembayaraan mohon di informasikan melalui chat wa atau pun email supaya tidak ada penarikaan secara langsung atau otomatis kadang jarang di pakai dan tidak tau masih berlangganan atau belum, dan terimakasih retur dananya telah kembali 🙏",5,2025-05-27 19:31:58
Kenapa tiba-tiba hilang gambarnya tapi suara dan subtitle ada?,1,2025-05-27 13:39:12
hallo Dev Disney aku mengalami bug dimana layar HP hanya tampil kan black screen pdhl film nya berjalan dan hanya subtitle saja yg muncul di film nya gmn ini,2,2025-05-26 21:24:15
gelap dong. blank. gak ada gambarnya.. cuma suara dan text aja. kacau 😅😂,1,2025-05-26 14:10:54
sumpah ni pemgembang aplikasi kayak baru belajar coding. sudah banyak yang beri ulasan buruk karena masalah pemutaran tetap gak ada tindakan,1,2025-05-26 11:43:46
"aplikasi nya gk bisa d buka, mana udh bayar, gk bisa nonton jadi nya rugi banget",3,2025-05-26 05:41:39
"resolusinya ga main main, bikin sakit mata.",2,2025-05-26 00:40:22
"acaranya bagus, tapi iklan di aplikasi lain mengganggu. spam terus",1,2025-05-25 23:38:09
"mau mulai berlangganan aja ribet banget, musti muter-muter masuk email dulu, trus masuk web, masuk email lagi buat verifikasi. udah gitu pas tinggal bayar pilihannya cuma kartu kredit sama gopay doang 😒. apakah tidak bisa dibuat lebih sederhana gitu?",2,2025-05-25 08:56:23
iklan pas mati hp ku,1,2025-05-25 07:22:59
"padahal nomernya sudah benar,tapi kodenya ga masuk masuk",1,2025-05-24 21:19:04
iklan mu sangat mengganggu,1,2025-05-24 14:26:34
tidak keluar videonya lagiiiii 😡😡😡,1,2025-05-24 11:45:35
"tidak bisa di putar di tv, terutama untuk film marvel",1,2025-05-24 10:36:41
aplikasi ini sangant bagus bisa nonton film yg seru mantaap,5,2025-05-23 23:45:11
"Saya tidak mau lanjut berlangganan tetapi kok langsung otomatis kebayar dan saldo saya berkurang, tolong beritahu cara balikkan saldonya dan berhenti berlanggannnya, apakah kalau saya hapus akun saya maka tidak akan otomatis berbayar lagi?",1,2025-05-23 20:21:44
padahal udah langganan tapi layar item cumaa ada suara truss loading kenapa laa aplikasi nii,1,2025-05-23 13:48:09
sangat memuaskan,5,2025-05-23 00:55:55
"ini apk gaje atau gmna sih, saya mau bayar langganan malah suruh download app, ribet banget",2,2025-05-22 20:13:20
"Aplikasi nya nyaman banget, orang orang yang langsung kasih rating 1 kayaknya enggak tau kalo itu masalah sinyal nya emang, anyway, bagus banget",5,2025-05-22 17:51:37
"Rugiiiii rugiii rugii baru berlangganan lagi untuk bulan Mei sampai Juni, td malam nonton masih baik2 aja. Terus pas mau nonton film lain gak bisa layar hitam suara dan subtitle macet2, kecewa banget 😭 hari ini dicoba dari pagi sampai siang masih begitu aja terus 😩",1,2025-05-22 13:28:35
"sekarang udah ga bisa nonton gratis, harus berlangganan. akses tanpa berlangganan cuma d kasih 2 episod saja 😔. mau berlangganan tp mahalll bngttt dlu 200rb bisa berlangganan setahun skrg udh mahal",1,2025-05-22 10:51:55
ga bisa update paket mau bayar pake gopay malah bermasalah,1,2025-05-22 05:28:03
udah langganan tapi ga bisa nonton.,1,2025-05-21 20:05:25
tidak bisa mendaftar padahal nomor nya sudah benar bnyak alasan giliran lewat google di suruh buat langganan kek manalah,1,2025-05-21 15:54:14
ga bisa bikin akun ga jelas baru juga download dah lah uninstal lagi tadinya mau nonton nine puzzles,1,2025-05-21 15:01:33
iklan ya suka nge spam,1,2025-05-21 11:42:01
Metode pembayaran melalui e-wallet hanya ada satu pilihan saja,1,2025-05-20 23:20:14
udh download malah hitam doang👎,1,2025-05-20 22:23:17
"setelah mengunduh banyak ga bisa dibuka unduhannya, sangat kecewa😭",1,2025-05-20 18:30:32
jelekkk,1,2025-05-20 15:50:43
terlalu banyak iklan,1,2025-05-20 10:13:55
perbaiki dong blackscreen nya,1,2025-05-20 08:55:42
pembayaran semestinya bisa dilakukan di aplikasi,4,2025-05-20 02:45:13
"baru download dan berlangganan premium 119.000 baru nonton beberapa episode tapi langganan di tangguhkan dan harus bayar lagi 65.000 untuk lanjut nonton,,,,,",1,2025-05-19 23:10:11
Ya Saya suka,5,2025-05-19 20:35:05
🔥,5,2025-05-19 16:30:00
bagusss,5,2025-05-18 19:43:17
karena ga bisa buat nonton pas online aku juga udah beberapa kali donwload gak bisa mohon biasa pas lagi gak ada wifi ya,1,2025-05-18 18:00:45
jir gak bisa langganan pake shoppeepay ya,1,2025-05-18 17:01:05
jaringan nya tiba tiba eror,1,2025-05-18 14:24:36
iklan ganggu,1,2025-05-18 12:53:16
ga rekomen banget,1,2025-05-18 11:38:49
jelek bangat pakek banget,1,2025-05-18 10:35:26
"layar hitam dan loading terus, diliat liat banyak yang sama kendala nya, ternyata emang gk mau diperbaiki dari sono, udah tau ada bug gk di perbaiki baiki, malah minta kirim email/nomor",1,2025-05-18 09:10:56
mau berlangganan aja susah harus pake kode otp otp apalah itu (ga ngerti) pdhal cuma mau nonton lho🙄,1,2025-05-17 22:26:23
JELEK,1,2025-05-17 10:40:17
jelek banget terus setiap aku main game selalu saja ada iklan ini,1,2025-05-17 07:53:08
Karna tidak di install muncul terus iklan nya,1,2025-05-17 07:30:17
"metode pembayarannya gak ada pilihan sama sekali, buruk",1,2025-05-16 22:41:51
"kenapa mau liat, keterangan nya kelola akun teruss, ga jelas padahal saya langganan premium ga gratisan !!!!",2,2025-05-16 15:37:08
"Aplikasi ini terlalu besar penggunaan kuota data, lebih baik menonton dengan aplilasi lain, saya tidak akan berlangganan lagi, kuota data saya cepat habis.",1,2025-05-16 13:50:57
"Setelah liat ratingnya ragu mau download, tapi tetep nekat karena film yang mau ditonton cuma ada disini, tapi setelah berlangganan seminggu dan hampir tiap hari make buat maraton bagus-bagus aja sih, ga ada kendala sama sekali, bener-bener ga mengecewakan. Emang sih beberapa kali resolusi dan kualitas suaranya tiba-tiba berubah, tapi ga nyampe semenit udah balik kok. Kalau ada kendala waktu nonton, mungkin itu masalah sinyal di tempat kalian atau memori HP. Pokoknya puas banget pake ni aplikasi",5,2025-05-16 12:53:22
Saya sangat suka sama DISNEY+HOTSTAR dan banyak film film yang seru makasih DISNEY+HOTSTAR,1,2025-05-15 20:49:27
"setelah update malah jadi ga bisa ditonton. Layar full blank hitam, tanpa gambar cuma keluar suara doang. parah!!! -Samsung A24",1,2025-05-15 10:42:02
hotstar ampas,1,2025-05-15 06:53:07
"please jangan spam iklan, kenapa saat saya bermain genshin muncul iklan Disney padahal genshin game online kalau kamu sekalian lagi memunculkan iklan Disney saya akan memviralkan aplikasimu",1,2025-05-14 17:26:50
RIBET MAU LANGGANAN JUGA SI DISNEY,1,2025-05-13 21:47:36
"apk gak jelas, banyak bug, mau login aja susah, setengah mati lagi, tapi gak bisa login apk apa coba",1,2025-05-13 15:33:20
"saya sangat terkesan dgn kinerja tim Disney+ Hotstar Indonesia, medio beberapa tahun lalu pernah beberapa kali menghubungi CS via email terkait kendala yg saya alami, entah soal perangkat yg tidak bisa mem-play hasil download, ingin mengganti nomor akun, dll. semua direspon dan dilayani dgn sangat baik, so terima kasih Disney+ Hotstar Indonesia",5,2025-05-13 08:36:28
"sekarang mau langganan disney+ aja susah, harus masuk lewat email, ribet amat pokoknya padahal dulu bisa lewat aplikasi kenapa harus lewat email?",1,2025-05-13 00:20:57
Biarkan lima bintang yg bicara,5,2025-05-11 23:53:45
seru sihh tapi bukan tipe ku,5,2025-05-11 20:36:40
"maaf bintang menurun 3, aku download Nat Geo di apk malah tidak bisa login dan juga tidak ada internet padahal koneksi internet udah ada mohon benarkan dan perbaiki aplikasinya DAN adakan Nat Geo di google play store plissss 🥺🥺🥺🥺🥺🥺🥺🥹🥹 plissss",3,2025-05-11 19:04:33
lumayan lahh,4,2025-05-11 17:22:57
ga jelas aplikasi cacat,1,2025-05-11 14:58:07
padahal sudah melakukan semua yg mereka suruh tpi tetap saja g bisa masuk ataupun dapat kode sudah ku cobak bolak balik tpi tetap saja g dapat kode dari Disney+history ny padahal semua yg mereka masuk kan kyk email nomor telepon sudah bener/sudah di Terima tapi tidak dapat nomor kode ny,1,2025-05-11 13:04:37
"Sudah berlanganan tapi aplikasinya tidak mau mutar film apapun, padahal sebelumnya ga kaya begini.",1,2025-05-10 13:57:39
aplikasi gak jelas mau nonton film ada yg bisa ada yg nggak bisa emang aneh ni aplikaai,1,2025-05-10 10:42:59
Tolong tambahin metode pembayaran ya dong kaya shopeepay dll.,3,2025-05-10 10:09:47
udah berlagganan tapi kenapa tidak ada gambar nya..hitam semua..tolong jelasin,1,2025-05-10 08:38:57
"Ribet bgt deh sekarang kalo mau langganan, harus ke web dulu mana pas mau purchase lewat gopay susah bgttt minta ampun. Mana pas mau masukin nomor gopay malah gabisa hadeh.",4,2025-05-10 05:04:48
Ralat aplikasi kembali error lagi. Cuma muter2 aja,5,2025-05-09 23:39:58
"saat streaming layar video sering kali jadi hitam. satu-satunya cara mengatasinya dengan menginstal ulang aplikasi, meski g selalu berhasil. hal ini sangat memakan waktu dan merusak kenyamanan saat streaming. anehnya kinerja cpu meningkat drastis hingga bagian belakang hp panas.",2,2025-05-09 22:41:09
minn kenapaa yaa aku udah beli paket disney hostar tapi pas mau nonton di tv nya ada peringatan terlalu banyak yang memakai akun nya padahal lagi ga nonton di hp nya juga.... sedih bangett,3,2025-05-09 19:12:47
"sudah beli paketnya, dan saat mau play filmnya, ngga mulai mulai loading mulu. parah sih",1,2025-05-09 18:59:25
kenapa lama update filmnya lalu ONLY MURDER IN THE BUILDING kok ga tayang di disney+ season 5?,3,2025-05-09 18:29:39
bagus kok guys,5,2025-05-09 18:25:22
tidak sekarang,1,2025-05-09 18:03:53
sangat seru merasa didalam sebuah permainan,5,2025-05-09 14:22:40
jelek,1,2025-05-09 12:44:39
"Kenapa aku langganan ga bisa, udah ga bisa langganan pake pulsa",1,2025-05-08 11:32:37
bagus filmnya semoga Flim Thunderbolt udah ada d Disney hotstar sama nexflix,5,2025-05-07 22:07:58
"susah banget buat bayar langganan , kenapa sih gak dibuat gate pembayaran yg enak langsung di aplikasinya? kenapa harus login via web browser dulu segala😑. Gak sesimple aplikasi versi dulu nya ya.",2,2025-05-07 20:32:37
debet biaya berlangganan tanpa persetujuan,1,2025-05-07 06:54:41
"tidak bisa melakukan perpanjangan pembayaran. sudah 2 jam coba bayar gagal terus. perusahaan hebat, tidak butuh uang👏👏👏",1,2025-05-07 05:23:09
"ini kenapa dah G bisa Nonton Layarnya Hitam Subtitle muncul, Audio Jalan, Astaga Mending ke aplikasi sebelah kalo gini",1,2025-05-06 22:18:29
"bisa gk pembayaran berlangganannya di aplikasi saja? harus ke situs, malah susah saat mau membayar pake gopay. aku udah masukin nomor ponsel malah katanya you've linked this number before. lah emang cuma 1 nomor ini nomorku, masa gk bisa di link pake nomor ini",1,2025-05-06 18:32:29
"since the payment methode is change, i have difficulty in updating my subscription. i cannot update it because when i try to update using my gopay instead of immediately goes to my gopay, its stuck on an OTP that i need to link my gopay but my gopay already linked and it's stuck like for so Long now it's silly. i tried the methode of deleting my disney+ account by going to the setting but instead deleting my account, the delete button take me to customer service. please fix your app",1,2025-05-06 11:56:32
"tolong tambahkan fitur ""hapus akun""",1,2025-05-06 08:16:27
prett,1,2025-05-06 06:37:52
"lah saya mau berlangganan malah ga bisa log in ""nomor ponsel tidak valid"" aneh loh ga mau dibeli kah layanan streamingnya?",1,2025-05-05 23:44:16
Terbaik,5,2025-05-05 15:40:32
Mantap 👍👍👍👍👍👍,5,2025-05-05 14:57:51
"belum lama Berlangganan ini malah gak bisa di buka .. VPN , proxy gajelas Padahal Pake Wifi Apk yang lain lancar "" aja rugi gajelas",1,2025-05-05 08:40:39
"Di hp andro bisa di Tab macet sampe nge hang,sudah uninstall trus install ulang ttp g bisa Heran sekelas disney bikin aplikasi kek gini malu loh sama Netflix,Wetv,Viu 😑😑😑",1,2025-05-04 21:05:23
kapan knit off Tayang?,5,2025-05-04 20:34:06
ribet selalu muncul kelola akun di web,1,2025-05-04 20:01:44
"baru langgana, putar baru 2 film, udah gelap layarnya, cuman ada suara, tpi gambarnya gak ada 😔😔",1,2025-05-04 15:25:44
Aneh banget padahal udah bayar langganan pas mau mulai harus registrasi lagi filmnya gak bisa di tonton nyesel banget,1,2025-05-04 14:36:01
Subscribtion dan Perpanjangan dan Payment Super Super Super Ribet..ya sudah Delete saja..Simple.. 🙏,1,2025-05-04 03:00:02
boikot,1,2025-05-03 20:43:26
gabisa masuk sama sekali,1,2025-05-03 14:45:32
Film dan dramanya bagus bagus. Tapi sayangnya ngk bisa dibuka aplikasinya kalo pake layar cover samsung flip. sedangkan app streaming lain bisa.,4,2025-05-03 12:22:15
masuknya susah banget harus pake nomor lah Gmail lah padahal buat tontonan anak anak,1,2025-05-03 11:58:52
layar hitam tolol udah langganan tapi gak bisa nonton,1,2025-05-03 02:10:37
"setelah kirim laporan, sekarang sudah bisa nonton dengan aman👍🏻",4,2025-05-02 17:52:51
Disney hotstar.. sangat menghibur.. lengkap ada utk dewasa & anak.. jadi tidak perlu keluar rumah..,5,2025-05-02 11:05:56
weee saya udah langganan kok gelap ya? kok tumben begini???? saya sdh senang memakai..skrng kok malah nge-bug gelap ga jelas begini.... kalo smpe nanti siang blm ada perbaikan uninstal kacau.. ta*,1,2025-05-02 05:59:55
ga suka,1,2025-05-01 23:33:56
"Aplikasi maling woy, belum waktunya bayar, saldo udah kepotong. mana gak bisa berhenti langganan lagi.",1,2025-05-01 21:47:18
"Halo kepada tim disney hotstar, kenapa disney hotstar makin jelek sekarang ini padahal sudah langganan lama, dulu gak seperti ini. Hari ini per tanggal 1 mei 2025, player disney bug gak bisa muter video apa pun jadi tidak ada yang bisa di tonton, rugi donk berlangganan disney malah mahal lagi sekarang, tolong segera diperbaiki secepatnya, jangan sampe pada kabur ke platform ott sebelah. Terima kasih.",1,2025-05-01 21:27:51
resolusi udh FHD 1080p malah burik,1,2025-05-01 11:13:49
saya tidak bisa bikin akun padahal aku suka banget mau nonton cepat tapi tidak jadi😭😭😭,5,2025-05-01 09:29:52
Mau nonton aj susah suruh langganan tinggal nonton ribett anehh,1,2025-05-01 07:58:35
"Pelanggan Indihome Paket Jitu 1, 30 Mbps Mantap dapat gratis disney+ hotstar basic annual (Telkom) 1 tahun hingga 1 mei 2026, semua menu lancar bisa nonton full hd CC nya juga rapih rapih. 🇮🇩🇮🇩🇮🇩",5,2025-05-01 03:29:48
baru saja berlangganan pas masuk tidak bisa diputar erro,2,2025-04-30 21:59:25
lama dapat kode OPT NYA,1,2025-04-30 20:13:25
kenapa tidak bisa bayar pakai aplikasi dana??,2,2025-04-30 19:44:33
"apalahh disney, saldoku udah kepotong otomatis, tadi pagi-siang masih bisa buat nonton, tp barusan mau lanjutin tontonan kok gabisa disuruh kelola akun buat bayar langganan lagi ini gimaanaaa???",1,2025-04-30 14:41:17
bad,1,2025-04-30 09:35:37
"tidak ada gambar pas di putar padahal baru di upgrade,",1,2025-04-29 22:49:38
"Kenapa jadi ngatheli ngene sakiki, wes tambah larang (gak tau apa aku kau menang mending), sering error. rugi bandar nek ngene iki",3,2025-04-29 21:07:08
ini kenapa saya tidak bisa masuk ya? padahal saya sudah memasukan email dan sandi nya tetapi tetap tidak bisa?,1,2025-04-29 19:30:37
"masa Disney narik dana gua tanpa izin aneh banget, balikin lah, masa gak bisa balikin dananya, aplikasi aneh, membayar tanpa izin, jangan beli lah ni aplikasi nanti nyesal lu semua",1,2025-04-29 06:49:41
"fix lah bug nya, masa barusan langganan udh dapet bug gabisa muter apapun pdhl udh langganan, at least klo emg belum fix bug""nya jgn di open dulu aplikasinya, update atau apa kek, lama"" ga langganan lagi dah klo gini, gajelas.",1,2025-04-28 22:05:20
bagus,5,2025-04-28 17:11:27
ok good,5,2025-04-28 17:10:45
nonton,3,2025-04-28 12:39:35
"setelah update terbaru ini. menu yang bisa di buka hanya ""beranda"" dan ""cari"". untuk menu ""my space"" dan ""unduhan"" gak bisa di akses, sekalinya di pencet tombol tersebut langsung keluar aplikasi. tolong di perbaiki. saya sudah habis 20GB Download film, jangan sia siakan",1,2025-04-28 10:33:12
di malaysia uda gak bisa bayar pakai pulsa lagi. harus bayar pakai credit card atau debit. padahal suka langganan pakai pulsa.,3,2025-04-27 20:14:11
jelek anjir,1,2025-04-27 12:50:09
"Setiap pembelian paket indihome 50mbps gratis langganan 1 thn, menurut saya aplikasi ini bagus tapi entah kenapa warga Facebook beri rating jelek, mungkin kalian tidak paham teknologi settingan dan lain² Saya sudah gunakan full HD tidak buram, ya makismal kalau Wifi kalian 50mbps setidak nya jangan lebih dari 10 perangkat konek di wifi kalian makanya tidak bisa dapat kualitas HD saat memutar filim.",5,2025-04-27 12:36:25
walaupyn berlangganan tapi disney hotstar ini sangat bagus film film banyak banget sampe saya nonton banyak banget kayak shincan iron man deadpool avatar the way of water dan banyak lagi yang saya nonton pokoknya saya suka banget tapi sekarang waktunya saya beli revil lagi jadi saya ingin rate ini jadi rate ini adalah 100|10 ini sangat bagus untuk saya dan orang orang saya menonton hampir semua film disini semoga ada film baru lagi,5,2025-04-26 15:23:39
ga bisa loginn,1,2025-04-26 14:56:06
over all bagus kok dari pada prime,5,2025-04-26 14:05:36
kukira langganan yg basic 65k sudah cukup ternyata harus upgrade lagi ke premium 119k . termasuk kemahalan karna film nya gak terlalu banyak pilihan ya.. lebih banyak pilihannya di Netflix dan murah Netflix 😌 gak lagi berlangganan disini,1,2025-04-26 08:00:41
"masih banyak bug yang harus di hapus,termasuk film semua nya hitam gelap,ada suara dan subtitle saja,sudah membuat report sama saja,tidak ada pengaruh nya sama sekali,saya tidak akan berlangganan lagi kalau masalah ini masih terus berlanjut kedepannya.",1,2025-04-25 23:08:05
LAYARNYA HITAMMM😩😩😩😩,1,2025-04-25 19:03:54
"disney, tolong banget lengkapin series miraculous ada 3 movie dan season 6 yg tidak tersedia disitu, cuma pengen miraculous lengkap di disney plsss",2,2025-04-25 13:22:55
jelek,1,2025-04-25 12:31:29
"GAK REKOMENDASI,langganan nya WAJIB, gak langganan gak bisa di pake APK nya , ditambah GAK LENGKAP FILM NYA, nyari harus bener bener sesuai judul gak bisa ngumpulin data sesuai yang terkait, pokonya GAK REKOMENDASI mending coba yg lain aja guys nnti malah nyesel udah langganan tapi ZONK",1,2025-04-25 06:23:44
Ok.. Bagus Sekarang2 Ini Disney Hotstar Login Pake Kudu Pilih Paket Dulu.. G' Kaya Bulan & Tahun Lalu.. Tolong Update Lagi Biar Bisa Masuk Dulu Baru Pilih Paketnya..,3,2025-04-24 23:17:53
bagus banget saya bisa nonton banyak film,5,2025-04-24 20:44:38
"this is being errorised? , i watch but the screen is just black and there is only sound, in all movies the same thing happens and it is very buffering",5,2025-04-24 13:57:54
"ga bisa di download, dahal memori masih nyisa 7gb",1,2025-04-24 05:22:21
wuuuu👎🏻👎🏻👎🏻,1,2025-04-24 01:24:05
"Padahal sudah berlangganan hampir 3 tahun,tapi kok sekarang mo berlangganan dipersulit. harus email lh,no hp lah. padahal bulan maret kemarin langsung otomatis. sekarang ribet bangett",1,2025-04-23 23:07:11
"bermasalah mulu, udh layar item, resolusi kdg ga sesuai",3,2025-04-22 22:48:48
keren banget sumpah kalian harus donwload sumpah keren bgt 😆😍🤩🥰😎😎,5,2025-04-22 19:53:18
aplikasi aneh padahal aku udh kirim no aku kok ga bisa masuk padahal udah bener lhoo,1,2025-04-22 18:40:22
lumayan bagus dan bermanfaat,3,2025-04-22 17:10:47
suka,5,2025-04-22 12:46:02
udah langganan malah ngak bisa di buka aplikasi nya pake wifi kecewa berat dikira nya pake vpn padahal pake wifi masih terdeteksi pake vpn juga,1,2025-04-22 08:51:18
"gambarnya gada, cuman gelap doang",1,2025-04-22 07:50:09
sudah hobi film disney dan hotster tv amerika dan jepang dan isahel dan inggris ..,5,2025-04-22 00:04:16
Setelah harga naik saya tidak berlangganan lagi. Terima kasih,1,2025-04-21 21:03:37
apk nya ngelag bintang 1 buat marah aja,1,2025-04-21 12:19:19
hai apk yang keren Skali tapi tolong buat semua film ya gratis please,5,2025-04-21 11:41:32
"di hp ada suaranya, di tv gaada suaranya",2,2025-04-20 21:05:45
Jelek bgt nyesel dowlod jangan dowlod ini,1,2025-04-20 16:12:16
"kenapa lagi ente bang disney+, mau nonton series malah layarnya gelap tapi suara sama subtitlenya ada, dipindah ke film pun sama aja, nyoba liat trailer baru ada, ini maunya gimana dahh, segera diperbaiki!",1,2025-04-20 12:30:52
